text,created_at,updated_at,original,paredao
arthur voltando atras calando falta argumentos vivi ver eslo jantou fiel,15/03/2022 10:46:05,15/03/2022 07:53:48,RT @Jonhucker: Arthur voltando atras e se calando por falta de argumentos? Vivi pra ver  isso. Eslo jantou o fiel. #BBB2022 #BBB22 #jogodad...,
lucas fica argumento rebater sabe jogo quintuplo melhores oratoria,15/03/2022 10:46:04,15/03/2022 07:53:48,RT @Dantinhas: Lucas fica muito sem argumento pra rebater pq ele sabe do jogo quintuplo dele e ele nao e dos melhores na oratoria  #BBB22,
arthur engracado vivo show lais convive comigo moram mesma casa mom,15/03/2022 10:46:03,15/03/2022 07:53:48,"RT @lacerda: arthur: eu acho engracado q no ao vivo vc da um show

lais: tu convive comigo????

gente eles nao moram na mesma casa????? mom...",
lado treta,15/03/2022 10:46:03,15/03/2022 07:53:48,RT @choquei: Voces tao do lado de quem nessa treta? #BBB22 https://t.co/01k6f5bM8R,
logico vao falar jade casa tiraram protagonista programa antes hora engole cagada,15/03/2022 10:46:03,15/03/2022 07:53:48,"RT @gabrielamurad19: E logico que vao falar da jade ainda na casa. Tiraram a protagonista do programa antes da hora, agora engole a cagada...",
madrugada jade nunca faz virou noite junto pa paredao indo dormir raio,15/03/2022 10:46:03,15/03/2022 07:53:48,"RT @mundinhobbbbr: essa madrugada a jade, que nunca faz isso, virou a noite junto com PA depois do paredao, indo dormir so depois do raio-x...",
lais odeia tanto arthur comecando desconfiar medico cubano medicos,15/03/2022 10:46:01,15/03/2022 07:53:48,"RT @yuriolisfc: A Lais odeia tanto o Arthur que eu to comecando a desconfiar que ele e um medico cubano do Mais Medicos 
#BBB22",
dia consumidor 3 meses kindle unlimited r 1 99 aproveite melhores ofertas,15/03/2022 10:46:01,15/03/2022 07:53:48,"RT @LivroscomPromo:  Dia do Consumidor 

 3 meses de Kindle Unlimited R$1,99*: https://t.co/kBRMwTHbKc

 Aproveite as melhores ofertas!...",
sai jade,15/03/2022 10:46:01,15/03/2022 07:53:48,"RT @bbb: ""Quem sai hoje e voce, Jade"" 
#RedeBBB #BBB22 https://t.co/9rKqPx7N5F",
arthur emparedado querendo queimar saem queimadas,15/03/2022 10:45:59,15/03/2022 07:53:48,"O Arthur nem era emparedado elas estao querendo queimar ele ,elas que saem queimadas  #BBB22",
arthur scooby sincronizados,15/03/2022 10:45:58,15/03/2022 07:53:48,RT @dnrlye: o Arthur e o Scooby sincronizados  #BBB22 https://t.co/oAsS71yXVd,
precisamos arthur bebado vezes,15/03/2022 10:45:58,15/03/2022 07:53:48,RT @falatumandita: Precisamos do Arthur bebado mais vezes!  #bbb22 https://t.co/8vd03rAq0U,
lina craque rodada pegou vitimista arthur pulo travesti ligadissima nesse enredo fajuto criou,15/03/2022 10:45:57,15/03/2022 07:53:48,"A Lina a craque da rodada, a pegou o vitimista do arthur no pulo, a travesti ta ligadissima nesse enredo fajuto que ele criou #BBB22",
eslo lucas deixe pessoas falem bom,15/03/2022 10:45:57,15/03/2022 07:53:48,"RT @eslomarques: Eslo para Lucas: ""Nao deixe que as pessoas falem por voce. Isso nao e bom."" #TimeEslo #BBB22",
primeira risada sincera genuina vyni tirou,15/03/2022 10:45:56,15/03/2022 07:53:48,RT @paiva: primeira risada sincera e genuina que o vyni me tirou... #bbb22 https://t.co/epPcszGm9z,
take milhoes,15/03/2022 10:45:56,15/03/2022 07:53:48,RT @Dantinhas: O take de milhoes #BBB22 https://t.co/jGUWnFa5gH,
primeira risada sincera genuina vyni tirou,15/03/2022 10:45:54,15/03/2022 07:53:48,RT @paiva: primeira risada sincera e genuina que o vyni me tirou... #bbb22 https://t.co/epPcszGm9z,
dia consumidor 3 meses kindle unlimited r 1 99 aproveite melhores ofertas,15/03/2022 10:45:54,15/03/2022 07:53:48,"RT @LivroscomPromo:  Dia do Consumidor 

 3 meses de Kindle Unlimited R$1,99*: https://t.co/kBRMwTHbKc

 Aproveite as melhores ofertas!...",
barao genial jogo discordia desculpou mundo deixou todos desarmados pessoas prepara,15/03/2022 10:45:53,15/03/2022 07:53:48,"RT @ZAMENZA: O Barao foi GENIAL no jogo da discordia. Se desculpou com todo mundo, deixou todos desarmados e as pessoas que estavam prepara...",
nada contra todos eliminados somente espaco fantastico demais deveria haver dif,15/03/2022 10:45:53,15/03/2022 07:53:48,RT @lizianetierrez: Nada contra a #JadePicon mas de todos eliminados somente ela ter espaco no fantastico e demais!!! Nao deveria haver dif...,
mascara arthur caiu completamente nesse jogo discordia,15/03/2022 10:45:53,15/03/2022 07:53:48,RT @tuitaguil: A mascara do arthur caiu completamente nesse jogo da discordia #BBB22,
brasil tirou jade viva historia brasil lina,15/03/2022 10:45:53,15/03/2022 07:53:48,"RT @CentralReaIity: ""O Brasil tirou a Jade para que a gente viva a nossa historia, P.A. O Brasil quer isso!"" (Lina) #BBB22 https://t.co/Jil...",
linna ensinando casa atacar arthur manipulador,15/03/2022 10:45:53,15/03/2022 07:53:48,"RT @paulatwita: Linna ensinando cada um da casa como tem que atacar o Arthur
Mas o manipulador e ele
#BBB22",
arthur jogando sozinho inicio diferenca podio vou podio lina,15/03/2022 10:45:53,15/03/2022 07:53:48,"RT @tracklist: Arthur: ""To jogando sozinho desde o inicio, qual a diferenca de quem ta no meu podio, se eu vou pro podio...""

Lina: ""Voce nao...",
arthur bom ponto var consegue pegar cara,15/03/2022 10:45:53,15/03/2022 07:53:48,RT @BarbaraSaryne: O Arthur e muito bom. Nao da ponto sem no. O VAR nao consegue pegar o cara #BBB22,
arthur ontem dg recebeu 5 votos ninguem nada falar jogo discordia,15/03/2022 10:45:52,15/03/2022 07:53:48,RT @vaidesmaiar: Arthur falando que ontem o DG recebeu 5 votos e ai hoje ninguem tem nada pra falar dele no jogo da discordia. Que foram ne...,
eslo pontuando visao lucas jogo discordia,15/03/2022 10:45:52,15/03/2022 07:53:48,RT @eslomarques: Eslo esta pontuando a visao dela sobre o Lucas no jogo da discordia. #TimeEslo #BBB22 https://t.co/ZAcbcp4NNr,
dia consumidor 3 meses kindle unlimited r 1 99 aproveite melhores ofertas,15/03/2022 10:45:51,15/03/2022 07:53:48,"RT @LivroscomPromo:  Dia do Consumidor 

 3 meses de Kindle Unlimited R$1,99*: https://t.co/kBRMwTHbKc

 Aproveite as melhores ofertas!...",
entenda escalacao time pipoca edicao vende jogo camarotes boicota alguns enredos d,15/03/2022 10:45:51,15/03/2022 07:53:48,RT @samtuitaa: Entenda a escalacao do time pipoca do #BBB22 e porque a edicao vende tao bem o jogo dos camarotes e boicota alguns enredos d...,
arthur fica pedindo repetir falou enrole pede explica melhor is,15/03/2022 10:45:51,15/03/2022 07:53:48,"RT @ZAMENZA: ""Arthur fica pedindo pra gente repetir o que falou pq ele quer que a gente se enrole. Quando ele pede 'ah me explica melhor is...",
arthur lais vivo show baixa bola conversar,15/03/2022 10:45:50,15/03/2022 07:53:48,"RT @HugoGloss: Arthur pra Lais: No ao vivo voce quer dar um show, depois voce baixa a bola e quer conversar #BBB22",
arthur bom cinico mania interromper brevemente pessoa discutindo camufla abuso,15/03/2022 10:45:50,15/03/2022 07:53:48,"RT @antoniotabet: Arthur, como bom cinico, tem a mania de interromper muito brevemente a pessoa com a qual esta discutindo. Camufla o abuso...",
verdade laiscaldass maior jogadora edicao preparados conversa,15/03/2022 10:45:50,15/03/2022 07:53:48,"RT @o_semsalto: A verdade e que a @dra_laiscaldass e a maior jogadora da edicao e voces nao estao preparados para essa conversa!

#BBB22",
ue arregou barao,15/03/2022 10:45:50,15/03/2022 07:53:48,"RT @vaidesmaiar: Ue? Arregou, Barao? #BBB22",
9 lina faz analise jogo arthur,15/03/2022 10:45:50,15/03/2022 07:53:48,"RT @tracklist: 9) Lina faz uma analise sobre o jogo de Arthur:

#BBB22 https://t.co/GnHWiOBD9h",
brasil tirou jade viva historia brasil lina,15/03/2022 10:45:50,15/03/2022 07:53:48,"RT @CentralReaIity: ""O Brasil tirou a Jade para que a gente viva a nossa historia, P.A. O Brasil quer isso!"" (Lina) #BBB22 https://t.co/Jil...",
natalia levou maldade lucas usado nome chamar eli ontem quarto lider qu,15/03/2022 10:45:49,15/03/2022 07:53:48,"RT @Dantinhas: Natalia falando que nao levou na maldade o Lucas ter usado o nome dela pra chamar o Eli, mas ontem no quarto do lider ela qu...",
arthur lealdade aumentei volume,15/03/2022 10:45:49,15/03/2022 07:53:48,RT @anapaularenault: Arthur falando de lealdade. Ate aumentei o volume aqui #BBB22,
lina vetar prova lider pedro natalia sair arthur tombo sera alem lolipop tambem comadres,15/03/2022 10:45:48,15/03/2022 07:53:48,"Lina : ""quem vc vai vetar na prova do lider, o Pedro?""
Natalia: "" nao pq ele vai sair, vai ser o Arthur "" 
Hoje o tombo sera ,alem do lolipop, tambem das comadres .  #BBB22 https://t.co/n4HSA1lREY",
arthur fica pedindo repetir falou enrole pede explica melhor is,15/03/2022 10:45:48,15/03/2022 07:53:48,"RT @ZAMENZA: ""Arthur fica pedindo pra gente repetir o que falou pq ele quer que a gente se enrole. Quando ele pede 'ah me explica melhor is...",
alguem pedir significado trouxa mostre duas fotos,15/03/2022 10:45:48,15/03/2022 07:53:48,"RT @gabriielsoaares: Quando alguem te pedir o significado
De TROUXA mostre essas duas fotos #BBB22 https://t.co/UWmgwcZ6UT",
vyni deixar lista cuidar eli jessi vyni poupe,15/03/2022 10:45:47,15/03/2022 07:53:48,"RT @Dantinhas: Vyni disse que vai deixar uma lista de como cuidar do Eli 

Jessi ""ah, Vyni, me poupe"" 

#BBB22  https://t.co/xttpUprOMf",
arthur engracado vivo show lais convive comigo moram mesma casa mom,15/03/2022 10:45:47,15/03/2022 07:53:48,"RT @lacerda: arthur: eu acho engracado q no ao vivo vc da um show

lais: tu convive comigo????

gente eles nao moram na mesma casa????? mom...",
eslo unica pessoa chance voltar paredao vyni eslo narrador nenhum,15/03/2022 10:45:47,15/03/2022 07:53:48,"RT @HugoGloss: Eslo: A unica pessoa que tem chance de voltar do paredao e voce
Vyni: E voce!
Eslo: E voce!

Narrador: Nao era nenhum dos do...",
brasil tirou jade viva historia brasil lina,15/03/2022 10:45:46,15/03/2022 07:53:48,"RT @CentralReaIity: ""O Brasil tirou a Jade para que a gente viva a nossa historia, P.A. O Brasil quer isso!"" (Lina) #BBB22 https://t.co/Jil...",
manipulador arthur nesse momento questionando lucas falado queria fal,15/03/2022 10:45:46,15/03/2022 07:53:48,RT @euucoments: Manipulador e o Arthur mais nesse momento quem esta questionando o Lucas por nao ter falado o que elas queria que fosse fal...,
move maneira pode pessoas achem jogando sozinho arthur,15/03/2022 10:45:45,15/03/2022 07:53:48,"RT @ZAMENZA: ""Voce move de uma maneira que pode fazer com o que as pessoas la fora achem que voce esta jogando sozinho e nao esta, Arthur.""...",
lucas falou votar tiago propria festa verbalizou arthur poderia ficar chateado,15/03/2022 10:45:45,15/03/2022 07:53:48,RT @Dantinhas: O Lucas falou de votar no Tiago na propria festa e ainda verbalizou que o Arthur poderia ficar chateado #BBB22  https://t.co...,
eslovenia tambem jogo,15/03/2022 10:45:45,15/03/2022 07:53:48,"RT @RealitysVip: Eslovenia foi bem tambem no jogo 
#BBB22",
brasil tirou jade viva historia brasil lina,15/03/2022 10:45:44,15/03/2022 07:53:48,"RT @CentralReaIity: ""O Brasil tirou a Jade para que a gente viva a nossa historia, P.A. O Brasil quer isso!"" (Lina) #BBB22 https://t.co/Jil...",
vyni pode chato forcado jamais vou torcer contra favor outro chato playboy bolsomi,15/03/2022 10:45:44,15/03/2022 07:53:48,"RT @mr_littlewhite: Vyni pode ser chato e forcado, mas jamais que eu vou torcer contra ele e a favor de outro chato e que e playboy bolsomi...",
lucas dg todos meninos troca ideia,15/03/2022 10:45:44,15/03/2022 07:53:48,"RT @Dantinhas: Lucas falando pro DG que de todos os meninos, ele e o que ele mais troca ideia #BBB22 https://t.co/8c8ZHbJMyO",
arthur mentiu vivo lais crescer volta paredao fica fofa,15/03/2022 10:45:43,15/03/2022 07:53:48,"RT @guinapolitano: Arthur nao mentiu. No ao vivo a Lais ela quer crescer, depois que ele volta do paredao ela fica ate fofa com ele #bbb22",
palhaco interrompeu nat tempo interrompe faz draminha,15/03/2022 10:45:42,15/03/2022 07:53:48,"RT @_alineramos: Mas que palhaco, interrompeu a Nat o tempo todo. Ai quando ela interrompe faz draminha. #BBB22",
eslo flecha manipulador arthur,15/03/2022 10:45:42,15/03/2022 07:53:48,RT @eslomarques:  Eslo deu a flecha de Manipulador para Arthur. #BBB22,
tirando viny amanha menos vibe,15/03/2022 10:45:41,15/03/2022 07:53:48,RT @luquinha: a gente tirando o viny amanha tem mais ou menos essa vibe aqui #BBB22 https://t.co/gXUIvHm3Nl,
realmente gostam paulo andre cobicam beleza,15/03/2022 10:45:41,15/03/2022 07:53:48,Vcs realmente gostam do Paulo Andre ou so cobicam a beleza dele? #BBB22,
pessimo ator contrario dg super talentoso usa precisa,15/03/2022 10:45:41,15/03/2022 07:53:48,"Pq ele e pessimo ator. Ao contrario do DG que e super talentoso, e usa isso quando precisa no #BBB22 https://t.co/Jqx5S0uXVM",
brasil tirou jade viva historia brasil lina,15/03/2022 10:45:41,15/03/2022 07:53:48,"RT @CentralReaIity: ""O Brasil tirou a Jade para que a gente viva a nossa historia, P.A. O Brasil quer isso!"" (Lina) #BBB22 https://t.co/Jil...",
pessoa move buscando aliados obvio joga sozinha,15/03/2022 10:45:40,15/03/2022 07:53:48,"RT @bchartsnet: Se uma pessoa se move buscando/entre aliados, obvio que nao joga sozinha. #BBB22",
precisamos arthur bebado vezes,15/03/2022 10:45:40,15/03/2022 07:53:48,RT @falatumandita: Precisamos do Arthur bebado mais vezes!  #bbb22 https://t.co/8vd03rAq0U,
linna ensinando casa atacar arthur manipulador,15/03/2022 10:45:40,15/03/2022 07:53:48,"RT @paulatwita: Linna ensinando cada um da casa como tem que atacar o Arthur
Mas o manipulador e ele
#BBB22",
lado discussao,15/03/2022 10:45:40,15/03/2022 07:53:48,"RT @mayconreality: Vcs tao do lado que nessa discussao  !?
#BBB22 https://t.co/7YS8w2OQe0",
arthur lais foda jogo discordia showzinho sai vivo conversar,15/03/2022 10:45:40,15/03/2022 07:53:48,"RT @JTvk_7: Arthur pra Lais: ""O mais foda,e que vc aqui no jogo da discordia da showzinho, mas quando sai do ao vivo quer conversar"" 

#BBB...",
barao genial jogo discordia desculpou mundo deixou todos desarmados pessoas prepara,15/03/2022 12:53:48,15/03/2022 09:53:48,"RT @ZAMENZA: O Barao foi GENIAL no jogo da discordia. Se desculpou com todo mundo, deixou todos desarmados e as pessoas que estavam prepara...",
mutirao iniciado comente emoji 20 votos encerra 10h voto eliminar votem vyni l,15/03/2022 12:53:48,15/03/2022 09:53:48,"RT @PedroScooby:  MUTIRAO  INICIADO 

 Comente um emoji a cada 20 votos

 Encerra 10h.
 
 O voto e para eliminar, votem no VYNI!

 L...",
19 natalia jessilane dormindo maos dadas,15/03/2022 12:53:48,15/03/2022 09:53:48,"RT @tracklist: 19) Natalia e Jessilane dormindo de maos dadas  

#BBB22 https://t.co/pRSMMIXYCx",
vyni saindo malas terca insuportavel vyny lolliflop barao lucas,15/03/2022 12:53:47,15/03/2022 09:53:48,"RT @EngelAmberfleet: O Vyni saindo com as malas na terca.

#BBB22 | INSUPORTAVEL | Vyny | Lolliflop | Barao | Lucas | #ForaVyni https://t.c...",#foravyni
tirando viny amanha menos vibe,15/03/2022 12:53:46,15/03/2022 09:53:48,RT @luquinha: a gente tirando o viny amanha tem mais ou menos essa vibe aqui #BBB22 https://t.co/gXUIvHm3Nl,
moral manipular publico assistindo caralho hahahahahahahaha,15/03/2022 12:53:46,15/03/2022 09:53:48,"RT @rodolfomilward: Na moral, MANIPULAR O PUBLICO? ... A GENTE TA ASSISTINDO CARALHO! 

Hahahahahahahaha
#BBB22",
cabe acao dentro casa ines brasil entrar,15/03/2022 12:53:46,15/03/2022 09:53:48,RT @falarafha: e cabe a @avonbr fazer uma acao dentro da casa pra ines brasil entrar la #bbb22 https://t.co/Vp5zPYOZ0e,
mto assim kkkkkjk,15/03/2022 12:53:46,15/03/2022 09:53:48,RT @Aleatorio_troux: vai ser mto assim KKKKKJK #BBB22 https://t.co/zLgA8OnKLA,
vyni pode chato forcado jamais vou torcer contra favor outro chato playboy bolsomi,15/03/2022 12:53:46,15/03/2022 09:53:48,"RT @mr_littlewhite: Vyni pode ser chato e forcado, mas jamais que eu vou torcer contra ele e a favor de outro chato e que e playboy bolsomi...",
sera tempo naiara voltar,15/03/2022 12:53:44,15/03/2022 09:53:48,RT @azevenus: Sera que ainda da tempo da Naiara voltar?? #BBB22,
arthur mentiu vivo lais crescer volta paredao fica fofa,15/03/2022 12:53:44,15/03/2022 09:53:48,"RT @guinapolitano: Arthur nao mentiu. No ao vivo a Lais ela quer crescer, depois que ele volta do paredao ela fica ate fofa com ele #bbb22",
video caotico comadres bebadas linn carente querendo chorar nat querendo ficar pelada jessi simplesment,15/03/2022 12:53:44,15/03/2022 09:53:48,"RT @plantasarradora: o video mais caotico, as comadres bebadas: linn carente querendo chorar, nat querendo ficar pelada e jessi simplesment...",
certeza lollipop novos agregados vergonha falta comprometimento demais jogo vot,15/03/2022 12:53:43,15/03/2022 09:53:48,"RT @MaryAfiune: De uma certeza eu tenho, os lollipop e seus novos agregados, sao uma vergonha, falta comprometimento demais no jogo, na vot...",
18 conseguir dormir vinicius eliezer vao area externa casa dois choram juntos,15/03/2022 12:53:43,15/03/2022 09:53:48,"RT @tracklist: 18) Sem conseguir dormir, Vinicius e Eliezer vao para a area externa da casa. 

Os dois choram juntos. 

#BBB22 https://t.co...",
esconder jogo sim quarto maniculando lollipop,15/03/2022 12:53:43,15/03/2022 09:53:48,"@RitinhaCoelho @VEGETA_AO Estou,,ela esconder o jogo,,essa sim esta quarto  maniculando eles,lollipop,#bbb22",
amando jessi odio lagrimas cima desses machos medo cair cai atirand,15/03/2022 12:53:42,15/03/2022 09:53:48,"RT @bigbonisbrasil: Eu to amando a era da Jessi com odio sem lagrimas, pq ela vai pra cima desses machos sem medo! Se ela cair, cai atirand...",
lina levantou questao manipular entao nesse exato momento el,15/03/2022 12:53:41,15/03/2022 09:53:48,RT @clebaoguermandi: #bbb22 Lina hoje levantou uma questao sobre MANIPULAR!! E disse isso sobre @Aguiarthur !! Entao nesse exato momento el...,
linna ensinando casa atacar arthur manipulador,15/03/2022 12:53:41,15/03/2022 09:53:48,"RT @paulatwita: Linna ensinando cada um da casa como tem que atacar o Arthur
Mas o manipulador e ele
#BBB22",
nath juiza,15/03/2022 12:53:40,15/03/2022 09:53:48,RT @MicaelOficial: A nath e juiza ? #bbb22,
sequencia,15/03/2022 12:53:40,15/03/2022 09:53:48,RT @paiva: essa sequencia  #bbb22 https://t.co/j4c5jNl1N4,
arthur desmascarado nunca acreditei personagem,15/03/2022 12:53:39,15/03/2022 09:53:48,"RT @CanseiSerSexyy: Arthur desmascarado, nunca acreditei no personagem #BBB22",
scooby galera cima thura novo hein semana paz pa posso falar galer,15/03/2022 12:53:39,15/03/2022 09:53:48,"RT @acidaeafiada: Scooby:""a galera foi pra cima do Thura de novo hein. Nao tem uma semana de paz"" Ai PA:"" e mesmo. Mas posso falar? A galer...",
mutirao treininho scooby iniciado comente emoji 20 votos encerra 07h voto eliminar,15/03/2022 12:53:39,15/03/2022 09:53:48,"RT @PedroScooby:  MUTIRAO TREININHO DO SCOOBY INICIADO 

 Comente um emoji a cada 20 votos

 Encerra 07h.
 
 O voto e para eliminar,...",
15 arthur quais motivos votos dg entender votaram nele entao disponive,15/03/2022 12:53:39,15/03/2022 09:53:48,"RT @tracklist: 15) Arthur: ""Quais foram os  motivos dos votos [no DG]? Nao da para entender...Votaram nele por que entao? Eu estava disponive...",
acabei ve lina artur mudava tom voz baixo lais sair louca surtada krl,15/03/2022 12:53:38,15/03/2022 09:53:48,"RT @gabrielamurad19: Acabei de ve a Lina falando que o Artur mudava o tom de voz, falando baixo, pra lais se sair como louca e surtada. Krl...",
pessoas casa facil torcer contra favor jogo discordia atacam mesma pessoa mesmos argumentos alem distorcer historias aumentar proporcao situacoes alem inventarem fatos inexistentes fim jogo,15/03/2022 12:53:38,15/03/2022 09:53:48,"As pessoas da casa estao fazendo ser mais facil torcer contra elas do que a favor. Todo jogo da discordia atacam a mesma pessoa, com mesmos argumentos, alem de distorcer os historias ou aumentar a proporcao das situacoes, alem de inventarem fatos inexistentes. Fim de jogo
#BBB22",
choca fato lina querer manipular arthur situacoes antes levantando pauta mac,15/03/2022 12:53:38,15/03/2022 09:53:48,"RT @FofocaSenhorita: Nao me choca o fato da Lina querer manipular o Arthur ou as situacoes, ela ja fez isso antes levantando a pauta do mac...",
uniao barao gustavo heterotop unica pode salvar brasil,15/03/2022 12:53:38,15/03/2022 09:53:48,RT @cirohamen: A uniao Barao/Gustavo heterotop e a unica que pode salvar o Brasil #BBB22,
homofobia xenofobia machismo disfarcada piada contra vyni eslo absurdo tudo povo condenava ano passado,15/03/2022 12:53:38,15/03/2022 09:53:48,"RT @esgotadu: A homofobia, xenofobia e machismo disfarcada de piada contra Vyni e Eslo e absurdo. 

Tudo que o povo condenava ano passado,...",
realitybr lais chorando arthur semana passada dizendo queria conhecer filha onde sera lais lais vivo entendi,15/03/2022 12:53:37,15/03/2022 09:53:48,"@portaldralais @crazy_realitybr E a Lais chorando p/ Arthur semana passada, dizendo que queria conhecer a filha dele? Onde sera que essa Lais esta gente? Ah e, essa de hoje e a Lais do ao vivo. Entendi. #BBB22",
arthur fala todas mulheres desmascaram loucas bate frente nenhuma vez homem,15/03/2022 12:53:37,15/03/2022 09:53:48,"RT @tuiitagu: Arthur fala como se todas as mulheres (que desmascaram ele) fossem loucas, mas nao bate de frente nenhuma vez com um homem e...",
viu jogo linna lolipops jogar veneno contra meninos enfiando meio jogo sorrate,15/03/2022 12:53:37,15/03/2022 09:53:48,"RT @TheFarm3: Viu o jogo da Linna, foi nos Lolipops jogar veneno contra os meninos e agora esta la se enfiando no meio deles.  Jogo sorrate...",
9 lina faz analise jogo arthur,15/03/2022 12:53:36,15/03/2022 09:53:48,"RT @tracklist: 9) Lina faz uma analise sobre o jogo de Arthur:

#BBB22 https://t.co/GnHWiOBD9h",
foda caralho favor gustavo cuidado linguagem massa,15/03/2022 12:53:36,15/03/2022 09:53:48,"RT @chicobarney: - Foda pra caralho.
- Por favor, Gustavo, cuidado com a linguagem.
- Muito massa.
#BBB22",
lembro vyni acolheu naiara querendo desistir poesia linda bixinho,15/03/2022 12:53:35,15/03/2022 09:53:48,"RT @chegadyfakenews: Lembro quando Vyni acolheu a Naiara quando ela estava querendo desistir...ele fez uma poesia linda. 

O bixinho ele n...",
foda mano doi cara toda semana sento naquele banquinho ficam chego toda segunda mal sei fin,15/03/2022 12:53:34,15/03/2022 09:53:48,"RT @ZAMENZA: ""E foda, mano. Doi, cara. Toda semana sento naquele banquinho e ficam falando. Eu chego toda segunda mal. Pq ja sei que no fin...",
lina quero talarica quero rica final paulo andre riqueza,15/03/2022 12:53:34,15/03/2022 09:53:48,"RT @RealitySocial: Lina: ""Eu nao quero ser talarica, eu quero ta la rica no final, ta.""
Paulo Andre: ""E a sua riqueza sou eu."" #BBB22 https...",
fala gritando jessi respeito vivencia grita queridao,15/03/2022 12:53:34,15/03/2022 09:53:48,"RT @ZAMENZA: ""Voce fala gritando, Jessi, e respeito sua vivencia."" 

E TU NAO GRITA, QUERIDAO???? #BBB22 https://t.co/L6dQomtVJ0",
mutirao iniciado comente emoji 20 votos encerra 10h voto eliminar votem vyni l,15/03/2022 12:53:33,15/03/2022 09:53:48,"RT @PedroScooby:  MUTIRAO  INICIADO 

 Comente um emoji a cada 20 votos

 Encerra 10h.
 
 O voto e para eliminar, votem no VYNI!

 L...",
alguem entendeu eslovenia porra manipulador coerente existe cara,15/03/2022 12:53:33,15/03/2022 09:53:48,"RT @CheyenneEvill: Gente alguem entendeu a Eslovenia

Que porra e "" manipulador coerente"" Isso nem existe cara

#BBB22",
viu jogo linna lolipops jogar veneno contra meninos enfiando meio jogo sorrate,15/03/2022 12:53:33,15/03/2022 09:53:48,"RT @TheFarm3: Viu o jogo da Linna, foi nos Lolipops jogar veneno contra os meninos e agora esta la se enfiando no meio deles.  Jogo sorrate...",
gostoses sensates lt 3,15/03/2022 12:53:33,15/03/2022 09:53:48,RT @ericckzin: so os gostoses sensates sao #ForaScooby &lt;3 https://t.co/fbdtOuzUSc,#forascooby
tudo neste video 1 arthur desmascarado flashback 2 cai coroa reizinho coerencia 3 lucas ata,15/03/2022 12:53:32,15/03/2022 09:53:48,"RT @JuizFrankCaprio: Tudo isso neste video:
1) Arthur Desmascarado num flashback
2) Cai a coroa do reizinho da coerencia
3) Lucas q foi ata...",
arthur engracado vivo show lais convive comigo moram mesma casa mom,15/03/2022 12:53:32,15/03/2022 09:53:48,"RT @lacerda: arthur: eu acho engracado q no ao vivo vc da um show

lais: tu convive comigo????

gente eles nao moram na mesma casa????? mom...",
arthur bom cinico mania interromper brevemente pessoa discutindo camufla abuso,15/03/2022 12:53:32,15/03/2022 09:53:48,"RT @antoniotabet: Arthur, como bom cinico, tem a mania de interromper muito brevemente a pessoa com a qual esta discutindo. Camufla o abuso...",
hora arthur tava chamando fiuk cuzao vivo,15/03/2022 12:53:32,15/03/2022 09:53:48,RT @caismila: essa hora o arthur ja tava chamando fiuk de cuzao ao vivo #BBB22 https://t.co/M2ddikD8al,
edicao arthur aguiar manipulador estrategista protagonista vitima ator joga,15/03/2022 12:53:31,15/03/2022 09:53:48,"RT @taissilvagirl: O que seria dessa edicao se nao fosse o Arthur Aguiar para ser o:
Manipulador
Estrategista
Protagonista
Vitima
Ator
Joga...",
visto obsessao jade arthur passou coroa lais,15/03/2022 12:53:31,15/03/2022 09:53:48,RT @erlan_bastos: Pelo visto a obsessao que a Jade tinha pelo Arthur passou a coroa para Lais ne? #BBB22,
mami eslo macetou alecrim dourado arthur ontem simm tiago leifert prontos conversa arthur lais vyni lucas paulo,15/03/2022 12:53:30,15/03/2022 09:53:48,"A Mami eslo macetou o alecrim dourado Arthur ontem simm,mas como disse o Tiago Leifert ,Voces nao estao prontos para essa conversa.

 #BBB22 ARTHUR Lais vyni lucas paulo https://t.co/eFU86jtRHk",
lina quero talarica quero rica final paulo andre riqueza,15/03/2022 12:53:30,15/03/2022 09:53:48,"RT @RealitySocial: Lina: ""Eu nao quero ser talarica, eu quero ta la rica no final, ta.""
Paulo Andre: ""E a sua riqueza sou eu."" #BBB22 https...",
podio atualmente jessi vyni eslo,15/03/2022 12:53:30,15/03/2022 09:53:48,"RT @chicobarney: Meu podio atualmente no #BBB22 e
- Jessi
- Vyni
- Eslo",
entenda escalacao time pipoca edicao vende jogo camarotes boicota alguns enredos d,15/03/2022 12:53:29,15/03/2022 09:53:48,RT @samtuitaa: Entenda a escalacao do time pipoca do #BBB22 e porque a edicao vende tao bem o jogo dos camarotes e boicota alguns enredos d...,
arthur lais vivo show baixa bola conversar,15/03/2022 12:53:29,15/03/2022 09:53:48,"RT @HugoGloss: Arthur pra Lais: No ao vivo voce quer dar um show, depois voce baixa a bola e quer conversar #BBB22",
lina quero talarica quero rica final paulo andre riqueza,15/03/2022 12:53:29,15/03/2022 09:53:48,"RT @RealitySocial: Lina: ""Eu nao quero ser talarica, eu quero ta la rica no final, ta.""
Paulo Andre: ""E a sua riqueza sou eu."" #BBB22 https...",
